Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,EM.Hasher (Package)\EM.Hasher (Package).wapproj,File,EM.Hasher (Package)\EM.Hasher (Package).wapproj,,,,,,,,Current target framework: net451 Recommended target framework: net10.0-windows10.0.26100.0
